23, 愛知県, https://ja.wikipedia.org/wiki/%E6%84%9B%E7%9F%A5%E7%9C%8C, あいちけん, 名古屋市,  https://ja.wikipedia.org/wiki/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82, 名古屋市, , https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Aichi_Prefecture.svg/25px-Flag_of_Aichi_Prefecture.svg.png, 25, 18, 中部, 7&comma;542&comma;415, 5&comma;173.07, 1&comma;458.0, 54, 15 / 8 
02, 青森県, https://ja.wikipedia.org/wiki/%E9%9D%92%E6%A3%AE%E7%9C%8C, あおもりけん, 青森市,  https://ja.wikipedia.org/wiki/%E9%9D%92%E6%A3%AE%E5%B8%82, 青森市, , https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Flag_of_Aomori_Prefecture.svg/25px-Flag_of_Aomori_Prefecture.svg.png, 25, 18, 東北, 1&comma;237&comma;984, 9&comma;645.64, 128.4, 40, 03 / 2 
05, 秋田県, https://ja.wikipedia.org/wiki/%E7%A7%8B%E7%94%B0%E7%9C%8C, あきたけん, 秋田市,  https://ja.wikipedia.org/wiki/%E7%A7%8B%E7%94%B0%E5%B8%82, 秋田市, , https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Akita_Prefecture.svg/25px-Flag_of_Akita_Prefecture.svg.png, 25, 18, 東北, 959&comma;502, 11&comma;637.52, 82.5, 25, 03 / 2 
17, 石川県, https://ja.wikipedia.org/wiki/%E7%9F%B3%E5%B7%9D%E7%9C%8C, いしかわけん, 金沢市,  https://ja.wikipedia.org/wiki/%E9%87%91%E6%B2%A2%E5%B8%82, 金沢市, , https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Ishikawa_Prefecture.svg/25px-Flag_of_Ishikawa_Prefecture.svg.png, 25, 18, 中部, 1&comma;132&comma;526, 4&comma;186.21, 270.5, 19, 03 / 2 
08, 茨城県, https://ja.wikipedia.org/wiki/%E8%8C%A8%E5%9F%8E%E7%9C%8C, いばらきけん, 水戸市,  https://ja.wikipedia.org/wiki/%E6%B0%B4%E6%88%B8%E5%B8%82, 水戸市, , https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Flag_of_Ibaraki_Prefecture.svg/25px-Flag_of_Ibaraki_Prefecture.svg.png, 25, 17, 関東, 2&comma;867&comma;009, 6&comma;097.39, 470.2, 44, 07 / 4 
03, 岩手県, https://ja.wikipedia.org/wiki/%E5%B2%A9%E6%89%8B%E7%9C%8C, いわてけん, 盛岡市,  https://ja.wikipedia.org/wiki/%E7%9B%9B%E5%B2%A1%E5%B8%82, 盛岡市, , https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Iwate_Prefecture.svg/25px-Flag_of_Iwate_Prefecture.svg.png, 25, 17, 東北, 1&comma;210&comma;534, 15&comma;275.01, 79.3, 33, 03 / 2 
38, 愛媛県, https://ja.wikipedia.org/wiki/%E6%84%9B%E5%AA%9B%E7%9C%8C, えひめけん, 松山市,  https://ja.wikipedia.org/wiki/%E6%9D%BE%E5%B1%B1%E5%B8%82, 松山市, , https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Flag_of_Ehime_Prefecture.svg/25px-Flag_of_Ehime_Prefecture.svg.png, 25, 17, 四国, 1&comma;334&comma;841, 5&comma;676.19, 235.2, 20, 04 / 2 
44, 大分県, https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%88%86%E7%9C%8C, おおいたけん, 大分市,  https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%88%86%E5%B8%82, 大分市, , https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Flag_of_Oita_Prefecture.svg/25px-Flag_of_Oita_Prefecture.svg.png, 25, 18, 九州, 1&comma;123&comma;852, 6&comma;340.76, 177.2, 18, 03 / 2 
27, 大阪府, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%BA%9C, おおさかふ, 大阪市,  https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%B8%82, 大阪市, , https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Flag_of_Osaka_Prefecture.svg/25px-Flag_of_Osaka_Prefecture.svg.png, 25, 17, 近畿, 8&comma;837&comma;685, 1&comma;905.32, 4&comma;638.4, 43, 19 / 8 
33, 岡山県, https://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B1%B1%E7%9C%8C, おかやまけん, 岡山市,  https://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B1%B1%E5%B8%82, 岡山市, , https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Flag_of_Okayama_Prefecture.svg/25px-Flag_of_Okayama_Prefecture.svg.png, 25, 17, 中国, 1&comma;888&comma;432, 7&comma;114.33, 265.4, 27, 05 / 2 
47, 沖縄県, https://ja.wikipedia.org/wiki/%E6%B2%96%E7%B8%84%E7%9C%8C, おきなわけん, 那覇市,  https://ja.wikipedia.org/wiki/%E9%82%A3%E8%A6%87%E5%B8%82, 那覇市, , https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Flag_of_Okinawa_Prefecture.svg/25px-Flag_of_Okinawa_Prefecture.svg.png, 25, 17, 沖縄, 1&comma;467&comma;480, 2&comma;282.59, 642.9, 41, 04 / 2 
