北海道, https://ja.wikipedia.org/wiki/%E5%8C%97%E6%B5%B7%E9%81%93, 北海道, https://ja.wikipedia.org/wiki/%E5%8C%97%E6%B5%B7%E9%81%93, 札幌市, https://ja.wikipedia.org/wiki/%E6%9C%AD%E5%B9%8C%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Emblem_of_Sapporo%2C_Hokkaido.svg/23px-Emblem_of_Sapporo%2C_Hokkaido.svg.png, 23, 26, https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Sapporo%2C_Hokkaido.svg/50px-Flag_of_Sapporo%2C_Hokkaido.svg.png, 50, 33, 1&comma;959&comma;838, 1&comma;812&comma;362, 1&comma;121.26, 250.2, 1&comma;748, 7&comma;966.4, 0.72, 47&comma;412, 1972年4月1日 
東北, https://ja.wikipedia.org/wiki/%E6%9D%B1%E5%8C%97%E5%9C%B0%E6%96%B9, 宮城県, https://ja.wikipedia.org/wiki/%E5%AE%AE%E5%9F%8E%E7%9C%8C, 仙台市, https://ja.wikipedia.org/wiki/%E4%BB%99%E5%8F%B0%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Emblem_of_Sendai%2C_Miyagi.svg/23px-Emblem_of_Sendai%2C_Miyagi.svg.png, 23, 23, https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_Sendai%2C_Miyagi.svg/50px-Flag_of_Sendai%2C_Miyagi.svg.png, 50, 33, 1&comma;097&comma;935, 905&comma;139, 786.30, 179.6, 1&comma;396, 6&comma;951.9, 0.89, 27&comma;183, 1989年4月1日 
関東, https://ja.wikipedia.org/wiki/%E9%96%A2%E6%9D%B1%E5%9C%B0%E6%96%B9, 埼玉県, https://ja.wikipedia.org/wiki/%E5%9F%BC%E7%8E%89%E7%9C%8C, さいたま市, https://ja.wikipedia.org/wiki/%E3%81%95%E3%81%84%E3%81%9F%E3%81%BE%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Emblem_of_Saitama%2C_Saitama.svg/23px-Emblem_of_Saitama%2C_Saitama.svg.png, 23, 19, https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Flag_of_Saitama%2C_Saitama.svg/50px-Flag_of_Saitama%2C_Saitama.svg.png, 50, 33, 1&comma;343&comma;939, 1&comma;080&comma;130, 217.43, 117.0, 6&comma;181, 9&comma;344.5, 0.98, 26&comma;164, 2003年4月1日 
関東, https://ja.wikipedia.org/wiki/%E9%96%A2%E6%9D%B1%E5%9C%B0%E6%96%B9, 千葉県, https://ja.wikipedia.org/wiki/%E5%8D%83%E8%91%89%E7%9C%8C, 千葉市, https://ja.wikipedia.org/wiki/%E5%8D%83%E8%91%89%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Emblem_of_Chiba%2C_Chiba.svg/20px-Emblem_of_Chiba%2C_Chiba.svg.png, 20, 21, https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_Chiba%2C_Chiba.svg/50px-Flag_of_Chiba%2C_Chiba.svg.png, 50, 33, 979&comma;281, 830&comma;383, 271.77, 128.8, 3&comma;603, 7&comma;022.9, 0.95, 17&comma;426, 1992年4月1日 
関東, https://ja.wikipedia.org/wiki/%E9%96%A2%E6%9D%B1%E5%9C%B0%E6%96%B9, 神奈川県, https://ja.wikipedia.org/wiki/%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C, 横浜市, https://ja.wikipedia.org/wiki/%E6%A8%AA%E6%B5%9C%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Emblem_of_Yokohama%2C_Kanagawa.svg/23px-Emblem_of_Yokohama%2C_Kanagawa.svg.png, 23, 16, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Flag_of_Yokohama%2C_Kanagawa.svg/50px-Flag_of_Yokohama%2C_Kanagawa.svg.png, 50, 33, 3&comma;773&comma;602, 3&comma;487&comma;816, 437.56, 331.0, 8&comma;624, 10&comma;036.3, 0.97, 77&comma;101, 1956年4月1日 
関東, https://ja.wikipedia.org/wiki/%E9%96%A2%E6%9D%B1%E5%9C%B0%E6%96%B9, 神奈川県, https://ja.wikipedia.org/wiki/%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C, 川崎市, https://ja.wikipedia.org/wiki/%E5%B7%9D%E5%B4%8E%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E5%B8%82%E7%AB%A0.svg/22px-%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E5%B8%82%E7%AB%A0.svg.png, 22, 22, https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Flag_of_Kawasaki%2C_Kanagawa.svg/50px-Flag_of_Kawasaki%2C_Kanagawa.svg.png, 50, 35, 1&comma;544&comma;893, 1&comma;316&comma;910, 143.01, 127.3, 10&comma;803, 9&comma;974.3, 1.00, 28&comma;222, 1972年4月1日 
関東, https://ja.wikipedia.org/wiki/%E9%96%A2%E6%9D%B1%E5%9C%B0%E6%96%B9, 神奈川県, https://ja.wikipedia.org/wiki/%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C, 相模原市, https://ja.wikipedia.org/wiki/%E7%9B%B8%E6%A8%A1%E5%8E%9F%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E7%9B%B8%E6%A8%A1%E5%8E%9F%E5%B8%82%E5%B8%82%E7%AB%A0.svg/23px-%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E7%9B%B8%E6%A8%A1%E5%8E%9F%E5%B8%82%E5%B8%82%E7%AB%A0.svg.png, 23, 22, https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flag_of_Sagamihara%2C_Kanagawa.svg/50px-Flag_of_Sagamihara%2C_Kanagawa.svg.png, 50, 33, 725&comma;386, 640&comma;899, 328.91, 67.8, 2&comma;205, 8&comma;998.9, 0.93, 16&comma;293, 2010年4月1日 
北陸, https://ja.wikipedia.org/wiki/%E5%8C%97%E9%99%B8%E5%9C%B0%E6%96%B9, 新潟県, https://ja.wikipedia.org/wiki/%E6%96%B0%E6%BD%9F%E7%9C%8C, 新潟市, https://ja.wikipedia.org/wiki/%E6%96%B0%E6%BD%9F%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Emblem_of_Niigata%2C_Niigata.svg/23px-Emblem_of_Niigata%2C_Niigata.svg.png, 23, 22, https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Flag_of_Niigata%2C_Niigata.svg/50px-Flag_of_Niigata%2C_Niigata.svg.png, 50, 33, 773&comma;680, 579&comma;033, 726.45, 128.9, 1&comma;065, 5&comma;738.7, 0.75, 23&comma;316, 2007年4月1日 
東海, https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E5%9C%B0%E6%96%B9, 静岡県, https://ja.wikipedia.org/wiki/%E9%9D%99%E5%B2%A1%E7%9C%8C, 静岡市, https://ja.wikipedia.org/wiki/%E9%9D%99%E5%B2%A1%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Emblem_of_Shizuoka%2C_Shizuoka.svg/23px-Emblem_of_Shizuoka%2C_Shizuoka.svg.png, 23, 23, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_Shizuoka%2C_Shizuoka.svg/50px-Flag_of_Shizuoka%2C_Shizuoka.svg.png, 50, 33, 678&comma;657, 621&comma;397, 1&comma;411.90, 104.4, 481, 6&comma;081.4, 0.91, 25&comma;151, 2005年4月1日 
東海, https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E5%9C%B0%E6%96%B9, 静岡県, https://ja.wikipedia.org/wiki/%E9%9D%99%E5%B2%A1%E7%9C%8C, 浜松市, https://ja.wikipedia.org/wiki/%E6%B5%9C%E6%9D%BE%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Emblem_of_Hamamatsu%2C_Shizuoka.svg/22px-Emblem_of_Hamamatsu%2C_Shizuoka.svg.png, 22, 22, https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_Hamamatsu%2C_Shizuoka.svg/50px-Flag_of_Hamamatsu%2C_Shizuoka.svg.png, 50, 33, 780&comma;282, 471&comma;949, 1&comma;558.06, 97.9, 501, 5&comma;604.4, 0.89, 26&comma;165, 2007年4月1日 
