01, https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Oshima%2C_Tokyo.svg/50px-Flag_of_Oshima%2C_Tokyo.svg.png, 50, 33, 大島町, https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B3%B6%E7%94%BA, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, ōshima, 34.75014, 139.3555  
02, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Toshima_Village%2C_Tokyo.svg/50px-Flag_of_Toshima_Village%2C_Tokyo.svg.png, 50, 33, 利島村, https://ja.wikipedia.org/wiki/%E5%88%A9%E5%B3%B6%E6%9D%91, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, toshima, 34.52914, 139.28192
03, https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Flag_of_Niijima%2C_Tokyo.svg/50px-Flag_of_Niijima%2C_Tokyo.svg.png, 50, 33, 新島村, https://ja.wikipedia.org/wiki/%E6%96%B0%E5%B3%B6%E6%9D%91, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, niijima, 34.37706, 139.25675
04, https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Kozushima%2C_Tokyo.svg/50px-Flag_of_Kozushima%2C_Tokyo.svg.png, 50, 33, 神津島村, https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%B4%A5%E5%B3%B6%E6%9D%91, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, kōzushima, 34.20553, 139.13447
05, https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Miyake%2C_Tokyo.svg/50px-Flag_of_Miyake%2C_Tokyo.svg.png, 50, 33, 三宅村, https://ja.wikipedia.org/wiki/%E4%B8%89%E5%AE%85%E6%9D%91, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, miyake, 34.08008, 139.55908
06, https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_Mikurajima%2C_Tokyo.svg/50px-Flag_of_Mikurajima%2C_Tokyo.svg.png, 50, 33, 御蔵島村, https://ja.wikipedia.org/wiki/%E5%BE%A1%E8%94%B5%E5%B3%B6%E6%9D%91, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, mikurajima, 33.89739, 139.59581
07, https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Flag_of_Hachijo%2C_Tokyo.svg/50px-Flag_of_Hachijo%2C_Tokyo.svg.png, 50, 33, 八丈町, https://ja.wikipedia.org/wiki/%E5%85%AB%E4%B8%88%E7%94%BA, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, hachijō, 33.1095, 139.79089
08, https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_Aogashima%2C_Tokyo.svg/50px-Flag_of_Aogashima%2C_Tokyo.svg.png, 50, 33, 青ヶ島村, https://ja.wikipedia.org/wiki/%E9%9D%92%E3%83%B6%E5%B3%B6%E6%9D%91, 伊豆諸島, https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%B1%86%E8%AB%B8%E5%B3%B6, aogashima, 32.46669, 139.7635
09, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Ogasawara%2C_Tokyo.svg/50px-Flag_of_Ogasawara%2C_Tokyo.svg.png, 50, 33, 小笠原村, https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%AC%A0%E5%8E%9F%E6%9D%91, 小笠原諸島, https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%AC%A0%E5%8E%9F%E8%AB%B8%E5%B3%B6, ogasawara,27.09419, 142.19192

