1, 横浜市, https://ja.wikipedia.org/wiki/%E6%A8%AA%E6%B5%9C%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Flag_of_Yokohama%2C_Kanagawa.svg/100px-Flag_of_Yokohama%2C_Kanagawa.svg.png, 100, 67, yokohama, 35.45033, 139.63422 
1, 川崎市, https://ja.wikipedia.org/wiki/%E5%B7%9D%E5%B4%8E%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Flag_of_Kawasaki%2C_Kanagawa.svg/100px-Flag_of_Kawasaki%2C_Kanagawa.svg.png, 100, 70, kawasaki, 35.53089, 139.703 
1, 相模原市, https://ja.wikipedia.org/wiki/%E7%9B%B8%E6%A8%A1%E5%8E%9F%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flag_of_Sagamihara%2C_Kanagawa.svg/100px-Flag_of_Sagamihara%2C_Kanagawa.svg.png, 100, 67, sagamihara, 35.57143, 139.37314 
2, 横須賀市, https://ja.wikipedia.org/wiki/%E6%A8%AA%E9%A0%88%E8%B3%80%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Yokosuka%2C_Kanagawa.svg/100px-Flag_of_Yokosuka%2C_Kanagawa.svg.png, 100, 67, yokosuka, 35.28132, 139.67208 
2, 平塚市, https://ja.wikipedia.org/wiki/%E5%B9%B3%E5%A1%9A%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_Hiratsuka%2C_Kanagawa.svg/100px-Flag_of_Hiratsuka%2C_Kanagawa.svg.png, 100, 67, hiratsuka, 35.33553, 139.34944 
2, 鎌倉市, https://ja.wikipedia.org/wiki/%E9%8E%8C%E5%80%89%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Flag_of_Kamakura%2C_Kanagawa.svg/100px-Flag_of_Kamakura%2C_Kanagawa.svg.png, 100, 67, kamakura, 35.3193, 139.5472 
2, 藤沢市, https://ja.wikipedia.org/wiki/%E8%97%A4%E6%B2%A2%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Fujisawa%2C_Kanagawa.svg/100px-Flag_of_Fujisawa%2C_Kanagawa.svg.png, 100, 67, fijisawa, 35.33883, 139.49111 
2, 小田原市, https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%94%B0%E5%8E%9F%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Flag_of_Odawara%2C_Kanagawa.svg/100px-Flag_of_Odawara%2C_Kanagawa.svg.png, 100, 67, odawara, 35.26462, 139.15222 
2, 茅ヶ崎市, https://ja.wikipedia.org/wiki/%E8%8C%85%E3%83%B6%E5%B4%8E%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Chigasaki%2C_Kanagawa.svg/100px-Flag_of_Chigasaki%2C_Kanagawa.svg.png, 100, 67, chigasaki, 35.33386, 139.40472 
2, 逗子市, https://ja.wikipedia.org/wiki/%E9%80%97%E5%AD%90%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flag_of_Zushi_Kanagawa.svg/100px-Flag_of_Zushi_Kanagawa.svg.png, 100, 67, zushi, 35.29562, 139.58033 
2, 三浦市, https://ja.wikipedia.org/wiki/%E4%B8%89%E6%B5%A6%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Flag_of_Miura_Kanagawa.svg/100px-Flag_of_Miura_Kanagawa.svg.png, 100, 67, miura, 35.14419, 139.62072 
2, 秦野市, https://ja.wikipedia.org/wiki/%E7%A7%A6%E9%87%8E%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flag_of_Hadano%2C_Kanagawa.svg/100px-Flag_of_Hadano%2C_Kanagawa.svg.png, 100, 67, hatano, 35.37473, 139.22011 
2, 厚木市, https://ja.wikipedia.org/wiki/%E5%8E%9A%E6%9C%A8%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Atsugi%2C_Kanagawa.svg/100px-Flag_of_Atsugi%2C_Kanagawa.svg.png, 100, 70, atsugi, 35.4432, 139.3625 
2, 大和市, https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%92%8C%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Yamato%2C_Kanagawa.svg/100px-Flag_of_Yamato%2C_Kanagawa.svg.png, 100, 67, yamato, 35.48753, 139.45803 
2, 伊勢原市, https://ja.wikipedia.org/wiki/%E4%BC%8A%E5%8B%A2%E5%8E%9F%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Isehara%2C_Kanagawa.svg/100px-Flag_of_Isehara%2C_Kanagawa.svg.png, 100, 67 , isehara, 35.40294, 139.31497
2, 海老名市, https://ja.wikipedia.org/wiki/%E6%B5%B7%E8%80%81%E5%90%8D%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ebina%2C_Kanagawa.svg/100px-Flag_of_Ebina%2C_Kanagawa.svg.png, 100, 67, ebina, 35.44643, 139.39081 
2, 座間市, https://ja.wikipedia.org/wiki/%E5%BA%A7%E9%96%93%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Flag_of_Zama%2C_Kanagawa.svg/100px-Flag_of_Zama%2C_Kanagawa.svg.png, 100, 67, zama, 35.48858, 139.40761 
2, 南足柄市, https://ja.wikipedia.org/wiki/%E5%8D%97%E8%B6%B3%E6%9F%84%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Flag_of_Minamiashigara%2C_Kanagawa.svg/100px-Flag_of_Minamiashigara%2C_Kanagawa.svg.png, 100, 67, minamiashigara, 35.32073, 139.09964 
2, 綾瀬市, https://ja.wikipedia.org/wiki/%E7%B6%BE%E7%80%AC%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Ayase%2C_Kanagawa.svg/100px-Flag_of_Ayase%2C_Kanagawa.svg.png, 100, 67, ayase, 35.43714, 139.42614 
3, 葉山町, https://ja.wikipedia.org/wiki/%E8%91%89%E5%B1%B1%E7%94%BA, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Hayama%2C_Kanagawa.svg/100px-Flag_of_Hayama%2C_Kanagawa.svg.png, 100, 67, hayama, 35.27206, 139.58625
3, 寒川町, https://ja.wikipedia.org/wiki/%E5%AF%92%E5%B7%9D%E7%94%BA, https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_Samukawa%2C_Kanagawa.svg/100px-Flag_of_Samukawa%2C_Kanagawa.svg.png, 100, 67, samukawa, 35.37297, 139.38386
